target,file,offset,MKDX English Mod 2023
Data\flash\data_jp\common_tex\tex\class_01.pac,common_tex-tex-class_01.pac\CLASS_PANE_01_59.dds,6172192,c7f0ccc57babf6f30703422314a41e42
Data\flash\data_jp\common_tex\tex\class_01.pac,common_tex-tex-class_01.pac\CLASS_PANE_01_60.dds,6278592,bc9b98dca67359610b7c830e5a8f7807
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_01.dds,992,eb1ee432ecc720dbb56c76992d6cf876
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_02.dds,70240,625931ebad9ebc054a06de07fc554749
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_03.dds,139488,4c032a1c500cea4e8bcffa3dd7e18ca2
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_04.dds,208736,93584128c07ac895c6031216af3a6b31
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_05.dds,277984,85542dca7fa427b0c8a4b57791ba8a56
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_06.dds,347232,69f4e8fc53bb93281c802d1d98b8584b
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_07.dds,416480,21a70511fd49e52d21d82d9c000b06d0
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_08.dds,485728,cca74479211381ea31eefa2511ed83c4
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_09.dds,554976,8449813f48700c9966ff249c122a950b
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_10.dds,624224,ab824349f28b72e21781ce7a31b49c0c
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_11.dds,693472,f7efc57da1abb26beb41c864370ad453
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_12.dds,762720,10bdad5f123a56560a5eb2ce08a32ae6
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_13.dds,831968,8e56f11f1b5f3e2961182fd51562befe
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_14.dds,901216,515a6c28c502615f88efecdfdc6a911d
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_15.dds,970464,ec71a44c38177963ea0aa6808aac2465
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_16.dds,1039712,40ddb69edb00ec5828560bc999167a3a
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_17.dds,1108960,32cd601be42377064091e54e40427986
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_18.dds,1178208,4c0de14298f46fcaf722ddc87cbe3105
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_19.dds,1247456,9fbfe99c37e675bccc6fbeb0a1cbcf89
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_20.dds,1316704,ce41cda33c8019da9b8ebb425c6996f6
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_21.dds,1385952,b1d04246cb123f6ff0862ab416ab08af
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_22.dds,1455200,b9179a2d4b5797854dd332631684d3b2
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_23.dds,1524448,1c787c345069d17a1866be634232dcd1
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_24.dds,1593696,6db0a128344f7ce5039b2d0aa6662f3f
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_25.dds,1662944,bca94d836fb305c3ced9e7bed2a0d880
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_26.dds,1732192,ca4b7f5854c03fa45052b63dcccd5d82
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_27.dds,1801440,5a5c84cd7fd8d519d1845f469354d027
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_28.dds,1870688,4ccc8ebf94b21d957a9e8c6da021f131
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_29.dds,1939936,a050db354267b7cee0330779e44bece9
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_30.dds,2009184,07e7f2f4ee40e5f305ec7ac0e639617c
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_31.dds,2078432,fefab147c6575bac4795b0b49be68567
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_32.dds,2147680,d071845235c686eb21564acaf6e20c92
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_33.dds,2216928,119d7671da6e6bb07af90e712ed2d17e
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_34.dds,2286176,fabb085694b3347ec3bb81b654032dd1
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_35.dds,2355424,ce076b48abe2b9ccb6a3754f2922cf99
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_36.dds,2424672,27ea3a0d5ae76b10b7404d533e594a3a
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_37.dds,2493920,86dd39d35aaa8b7afc56a12429cdded7
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_38.dds,2563168,853f0b520a93037a93fa77cfe0fab7c0
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_39.dds,2632416,a28f83ba4d7cb5895eb4098799fec51c
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_40.dds,2701664,87250bdbe68571ff8b505136365ad8de
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_41.dds,2770912,e338c9b1a6c16dcbeef44743a39af9b9
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_42.dds,2840160,95eedea61fd107d6181a8d9a57640e7d
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_43.dds,2909408,beb06c62df61fe52e2912a3d8aeb4480
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_44.dds,2978656,743cd0c7f5f9741d292658759b5b5da8
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_45.dds,3047904,f8f30522ec2449030d9125ec91b238f3
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_46.dds,3117152,a897ce8912b2a1d597542718bd43297f
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_47.dds,3186400,11fc9a2683f77f79bf0712aeed4f3711
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_48.dds,3255648,e92ba3727347629bdf950e31cbb4d5dd
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_49.dds,3324896,e946208073df05df5543241a2f76775b
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_50.dds,3394144,ea27ac3faaed697cb86156d897a4d274
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_51.dds,3463392,766da5d0efb78718e75366a4f413c1e9
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_52.dds,3532640,7c0b42c595d6adfef3769fa11e791f01
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_53.dds,3601888,863f891c53d215668927d6dbe4664488
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_54.dds,3671136,4cf2b498829046bb747895b21391cb6d
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_55.dds,3740384,06238e84de2f25312d3cf51e249277e5
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_56.dds,3809632,58d5160789e4dc03c23b447004af2b22
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_57.dds,3878880,5d72bcc85aff00c1aea619cfa9202058
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_58.dds,3948128,d3d2e3e7350e61ec69fc02f4a8a42356
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_59.dds,4017376,d89c05dfc5175f95534b9c7a45dae990
Data\flash\data_jp\common_tex\tex\class_02.pac,common_tex-tex-class_02.pac\CLASS_PANE_02_60.dds,4086624,f7e213c45da071bbdfb4484bb4c36950
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA00_LO_00.dds,256,f2c3d73d006625dd22c4cc4faad18d8d
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA00_SH_00.dds,144000,77fd96fa5c8912162d3d092365461488
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA01_LO_00.dds,287744,f22f7b939ceed1ad2e5e8111ae529df4
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA01_SH_00.dds,431488,c1585b73d3754bc83fe778cc905fb6e6
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA02_LO_00.dds,575232,fe57877df39d68bcbceee8cc4ae937f9
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA02_SH_00.dds,718976,fd7ee8c3a7b2e07f1f41eccb0c1ed18b
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA03_LO_00.dds,862720,0c354f98339902493e6945bbf49d4ec8
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA03_SH_00.dds,1006464,0bc026c6d36d75b304e9d7733a470ec5
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA04_LO_00.dds,1150208,0702cd9c0b41237fa3fc4d832e2905aa
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA04_SH_00.dds,1293952,a56b56b82aefa21bdc58233b88444c0f
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA05_LO_00.dds,1437696,018b56ac83e360cbb330ca04f3f0b4bd
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA05_SH_00.dds,1581440,429b26f7c3ec0aa7c16f20bf10d69a04
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA06_LO_00.dds,1725184,83def0ca6eef6736e3e615808ddba089
Data\flash\data_jp\common_tex\tex\course_name_p00_g00.pac,common_tex-tex-course_name_p00_g00.pac\CN_P00_G00_CA06_SH_00.dds,1868928,f004b1bb4be9a0de7c10309d177ed099
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA00_LO_00.dds,256,39330444a3e34f60d339debcff70330c
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA00_SH_00.dds,54144,b8bb944a0cc1e82c2e1d3b50becc7117
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA01_LO_00.dds,108032,0af6a56e135c704e2bfd106d4e3b552d
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA01_SH_00.dds,161920,70538ef0881a6bcddc3c3eb8cc430384
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA02_LO_00.dds,215808,396602d415dde15d78c9cbcd4b84cf50
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA02_SH_00.dds,269696,6a256e4040c43c388b3aefaf7153ac15
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA03_LO_00.dds,323584,ecd4d0ef786a181447a89068dff1fc0d
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA03_SH_00.dds,377472,456888cbf91e77a750dec24b76bbcd47
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA04_LO_00.dds,431360,e0d74267a10e43dc481f4fd09cd04d36
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA04_SH_00.dds,485248,855faea6e657b41a2fcb1e5fab3e350a
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA05_LO_00.dds,539136,70a6e647a1f37788c250595d6dee5bc7
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA05_SH_00.dds,593024,97caadc92278ddb30edce1ebc45d4c21
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA06_LO_00.dds,646912,82437a3ef43031c4d8fe00b93982b72c
Data\flash\data_jp\common_tex\tex\course_name_p01_g00.pac,common_tex-tex-course_name_p01_g00.pac\CN_P01_G00_CA06_SH_00.dds,700800,eb00a52e28ee2e026785073bc593aa14
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA00_LO_00.dds,256,f2ed17b297e386c2a3e2cda67ec79901
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA00_SH_00.dds,174336,86764b810de639a018718ff770fd849d
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA01_LO_00.dds,348416,46fe34277b4d833f9fbcbe3f067dca2f
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA01_SH_00.dds,522496,df585834055b3feec8ff8823e045c9c4
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA02_LO_00.dds,696576,8219dd13a6e85b4b9278e6d9af3f18ad
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA02_SH_00.dds,870656,83fd4df0b3a64a9de0e5d2aa9a6e0c56
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA03_LO_00.dds,1044736,9a9120dc26fbc10566445ec3cae354ca
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA03_SH_00.dds,1218816,9296d0f6a378089876d4ce10cbdbc2c1
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA04_LO_00.dds,1392896,13e333ee794e004c7e84b9f0774cbb55
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA04_SH_00.dds,1566976,68c62deef94985ad5e1033f2dd0810b0
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA05_LO_00.dds,1741056,9d21f8340ecdeb5919ac962eb1275caa
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA05_SH_00.dds,1915136,faa809d1126a71221c642fbeab04e0bb
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA06_LO_00.dds,2089216,a72bcfc96eb26c8a515080d264e11472
Data\flash\data_jp\common_tex\tex\course_name_p02.pac,common_tex-tex-course_name_p02.pac\CN_P02_G00_CA06_SH_00.dds,2263296,9c4332cf3201dbd00d6ca8e02fe95298
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_F_00.dds,256,a931d4f997208bd1d2a1c7537e3a9db0
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_F_01.dds,179584,1288dbe4aca121833582ea8cd7573370
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_F_02.dds,358912,39e0db0622e4074e185ed341717ebbed
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_F_03.dds,538240,e8b7c3cc8f0f4e36408d44377779f1fd
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_F_04.dds,717568,329670989409964c484622ebd0fd3f03
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_F_05.dds,896896,e3337900f9a0c44d15bd095eef04c039
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_F_06.dds,1076224,b2f2a9bf890ff15286cb310508b75807
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_G_00.dds,1255552,40f22df0966ec3010649afc276a015ec
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_G_01.dds,1651680,cfb14dd2a2da329943075f6e5902faaf
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_G_02.dds,2047808,2cff09604380b1e021e741a53a8f0218
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_G_03.dds,2443936,b216bcc4e4f9198d6bb509ba6f90fb24
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_G_04.dds,2840064,76650edc3a131db3ce5e465f336cf55b
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_G_05.dds,3236192,6f84740639691a37227219fc7d5e8f81
Data\flash\data_jp\common_tex\tex\cup_name.pac,common_tex-tex-cup_name.pac\NAME00_G_06.dds,3632320,91274dd9923ddc8c5c181d09eab80b97
Data\flash\data_jp\common_tex\tex\gp_name.pac,common_tex-tex-gp_name.pac\GN_P00_00.dds,64,96029604e38c798db941a11c20501d8d
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_109.dds,224,22e5f184db1753e214f8c61fef1be6b6
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_110.dds,287072,3bc56a9f106d5e286d90d7bea91a5d9c
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_111.dds,573920,b99bb8335c7dddc1d42219b5453be4a7
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_112.dds,860768,426c0190208339d2e48539f7bb3da613
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_113.dds,1147616,1c345fe9c6e960772abec2b429bf1d4f
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_114.dds,1434464,854293820e6aff4bc49eef19e646fda5
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_115.dds,1721312,f962b6b894ab6513a742b5795163cf5a
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_117.dds,2295008,08f58af275000df40ba0b2c69a191665
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_118.dds,2581856,71c32c65be40b6befbd0d0b875f64fec
Data\flash\data_jp\common_tex\tex\item_help_sp.pac,common_tex-tex-item_help_sp.pac\ITEM_H_SP_119.dds,2868704,099af6aee97568f8632c2b443b19150d
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_000.dds,352,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_001.dds,163296,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_002.dds,326240,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_003.dds,489184,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_004.dds,652128,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_005.dds,815072,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_006.dds,978016,80acd138d66077a81c0862cf2ddaf139
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_007.dds,1140960,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_008.dds,1303904,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_009.dds,1466848,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_010.dds,1629792,36a8c0f41200d7099a5a27b9d41051c7
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_011.dds,1792736,92d621e8cefc82b7a894318e2839ed4f
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_012.dds,1955680,80acd138d66077a81c0862cf2ddaf139
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_013.dds,2118624,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_014.dds,2281568,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_015.dds,2444512,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_016.dds,2607456,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_017.dds,2770400,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_l.pac,common_tex-tex-item_type_name_l.pac\ITEM_TYPE_NAME_L_018.dds,2933344,cc08b0ce14ccf9bda7f63231877617f3
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_000.dds,352,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_001.dds,56640,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_002.dds,112928,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_003.dds,169216,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_004.dds,225504,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_005.dds,281792,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_006.dds,338080,b6886c8a90781a4624ee7d5ba7f79e8a
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_007.dds,394368,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_008.dds,450656,00cc9c804cfe27ba8bb16c00d93543c6
